plant_id,plant,warehouse_id,warehouse,plant_region,warehouse_region,distance_km,cost_per_unit,lead_time_days,route_capacity,emission_kg_per_unit,route_risk_score,route_status
P004,Plant_Mumbai,W101,WH_Indore_Zone_1,West,Central,498.9,10.21,2,5223,0.0948,3.92,Open
P004,Plant_Mumbai,W102,WH_Indore_Zone_2,West,Central,529.6,10.69,1,4434,0.1215,1.08,Open
P004,Plant_Mumbai,W103,WH_Indore_Zone_3,West,Central,516.4,11.04,2,5155,0.0865,4.03,Open
P004,Plant_Mumbai,W104,WH_Indore_Zone_4,West,Central,532.8,12.33,2,1546,0.1259,2.51,Open
P004,Plant_Mumbai,W105,WH_Bhopal_Zone_1,West,Central,654.8,10.6,2,1072,0.0869,1.46,Open
P004,Plant_Mumbai,W106,WH_Bhopal_Zone_2,West,Central,679.2,16.09,2,1306,0.1353,2.77,Open
P004,Plant_Mumbai,W107,WH_Bhopal_Zone_3,West,Central,671.5,15.08,2,4593,0.0965,1.72,Open
P004,Plant_Mumbai,W108,WH_Bhopal_Zone_4,West,Central,668.3,10.96,2,2011,0.0932,3.94,Open
P004,Plant_Mumbai,W109,WH_Nagpur_Zone_1,West,Central,693.9,12.03,2,5186,0.093,2.02,Open
P004,Plant_Mumbai,W110,WH_Nagpur_Zone_2,West,Central,681.2,12.73,2,1307,0.1536,3.23,Open
P004,Plant_Mumbai,W111,WH_Nagpur_Zone_3,West,Central,668.2,15.87,2,4515,0.0963,2.26,Open
P004,Plant_Mumbai,W112,WH_Nagpur_Zone_4,West,Central,691.4,15.14,2,1056,0.1098,4.95,Open
P004,Plant_Mumbai,W113,WH_Raipur_Zone_1,West,Central,933.4,15.86,2,4785,0.177,4.74,Open
P004,Plant_Mumbai,W114,WH_Raipur_Zone_2,West,Central,942.2,19.43,3,1704,0.2119,1.05,Open
P004,Plant_Mumbai,W115,WH_Raipur_Zone_3,West,Central,934.3,14.41,3,971,0.1182,3.4,Open
P004,Plant_Mumbai,W116,WH_Raipur_Zone_4,West,Central,931.1,19.7,3,5475,0.134,2.06,Open
P004,Plant_Mumbai,W117,WH_Jabalpur_Zone_1,West,Central,882.6,15.68,2,4056,0.1075,1.99,Open
P004,Plant_Mumbai,W118,WH_Jabalpur_Zone_2,West,Central,867.5,18.79,2,1753,0.1233,1.24,Open
P004,Plant_Mumbai,W119,WH_Jabalpur_Zone_3,West,Central,856.4,16.85,2,4654,0.167,1.05,Open
P004,Plant_Mumbai,W120,WH_Jabalpur_Zone_4,West,Central,883.5,12.89,2,4165,0.1603,2.93,Open
P005,Plant_Pune,W001,WH_Ahmedabad_Zone_1,West,West,518.1,10.39,2,1356,0.0966,3.08,Open
P005,Plant_Pune,W002,WH_Ahmedabad_Zone_2,West,West,534.6,13.83,1,1638,0.067,1.74,Open
P005,Plant_Pune,W003,WH_Ahmedabad_Zone_3,West,West,537.0,11.15,1,3799,0.0935,4.75,Open
P005,Plant_Pune,W004,WH_Ahmedabad_Zone_4,West,West,494.9,14.3,2,4662,0.1181,3.74,Open
P005,Plant_Pune,W005,WH_Surat_Zone_1,West,West,298.2,9.66,1,4315,0.0419,1.22,Open
P005,Plant_Pune,W006,WH_Surat_Zone_2,West,West,298.0,8.07,1,1613,0.0711,1.17,Open
P005,Plant_Pune,W007,WH_Surat_Zone_3,West,West,317.7,11.51,1,5043,0.0449,4.19,Open
P005,Plant_Pune,W008,WH_Surat_Zone_4,West,West,321.3,9.52,1,3982,0.052,4.13,Open
P005,Plant_Pune,W009,WH_Rajkot_Zone_1,West,West,528.7,15.25,2,3080,0.1035,3.96,Open
P005,Plant_Pune,W010,WH_Rajkot_Zone_2,West,West,530.1,11.76,2,2779,0.1004,4.33,Open
P005,Plant_Pune,W011,WH_Rajkot_Zone_3,West,West,525.0,12.26,2,1991,0.0976,2.61,Open
P005,Plant_Pune,W012,WH_Rajkot_Zone_4,West,West,518.0,11.0,2,4429,0.0628,3.92,Open
P005,Plant_Pune,W013,WH_Mumbai_Zone_1,West,West,112.0,5.43,1,1426,0.0224,2.94,Open
P005,Plant_Pune,W014,WH_Mumbai_Zone_2,West,West,138.5,6.64,1,5208,0.0199,2.26,Open
P005,Plant_Pune,W015,WH_Mumbai_Zone_3,West,West,136.2,6.96,1,3187,0.0278,2.32,Open
P005,Plant_Pune,W016,WH_Mumbai_Zone_4,West,West,116.1,5.8,1,4048,0.0158,2.05,Open
P005,Plant_Pune,W017,WH_Pune_Zone_1,West,West,20.3,5.01,1,2981,0.0046,1.97,Open
P005,Plant_Pune,W018,WH_Pune_Zone_2,West,West,12.7,4.45,1,2048,0.0017,3.5,Open
P005,Plant_Pune,W019,WH_Pune_Zone_3,West,West,14.0,7.14,1,3276,0.0025,1.49,Open
P005,Plant_Pune,W020,WH_Pune_Zone_4,West,West,4.9,6.83,1,3688,0.0009,1.72,Open
P005,Plant_Pune,W021,WH_Nashik_Zone_1,West,West,170.2,5.97,1,2868,0.0291,3.46,Open
P005,Plant_Pune,W022,WH_Nashik_Zone_2,West,West,152.8,5.81,1,5851,0.0186,2.44,Open
P005,Plant_Pune,W023,WH_Nashik_Zone_3,West,West,177.9,8.14,1,4080,0.0218,1.62,Open
P005,Plant_Pune,W024,WH_Nashik_Zone_4,West,West,178.8,7.86,1,3372,0.0219,3.94,Open
P005,Plant_Pune,W025,WH_Delhi_Zone_1,West,North,1179.0,18.33,4,5885,0.1777,1.88,Open
P005,Plant_Pune,W026,WH_Delhi_Zone_2,West,North,1161.9,17.05,3,4887,0.145,3.05,Open
P005,Plant_Pune,W027,WH_Delhi_Zone_3,West,North,1187.4,23.42,4,4540,0.1857,4.13,Open
P005,Plant_Pune,W028,WH_Delhi_Zone_4,West,North,1178.2,25.05,4,3884,0.2019,3.53,Open
P005,Plant_Pune,W029,WH_Gurugram_Zone_1,West,North,1149.7,22.12,3,1124,0.17,2.62,Open
P005,Plant_Pune,W030,WH_Gurugram_Zone_2,West,North,1164.2,19.16,3,5112,0.1849,4.06,Open
P005,Plant_Pune,W031,WH_Gurugram_Zone_3,West,North,1171.0,17.56,2,1967,0.2088,1.44,Open
P005,Plant_Pune,W032,WH_Gurugram_Zone_4,West,North,1169.5,19.07,3,1772,0.2626,4.14,Open
P005,Plant_Pune,W033,WH_Noida_Zone_1,West,North,1158.7,17.43,3,2262,0.2086,3.58,Open
P005,Plant_Pune,W034,WH_Noida_Zone_2,West,North,1157.0,20.41,2,1487,0.1845,3.65,Open
P005,Plant_Pune,W035,WH_Noida_Zone_3,West,North,1177.7,24.84,2,2444,0.241,3.97,Open
P005,Plant_Pune,W036,WH_Noida_Zone_4,West,North,1160.9,23.61,4,3130,0.273,1.87,Open
P005,Plant_Pune,W037,WH_Jaipur_Zone_1,West,North,962.1,15.27,2,3422,0.1986,3.04,Open
P005,Plant_Pune,W038,WH_Jaipur_Zone_2,West,North,967.5,19.85,2,1410,0.2135,3.68,Open
P005,Plant_Pune,W039,WH_Jaipur_Zone_3,West,North,957.6,20.62,3,1873,0.1501,2.3,Open
P005,Plant_Pune,W040,WH_Jaipur_Zone_4,West,North,972.7,15.34,2,5597,0.2267,2.19,Open
P005,Plant_Pune,W041,WH_Chandigarh_Zone_1,West,North,1413.8,26.97,3,1824,0.1792,2.02,Open
P005,Plant_Pune,W042,WH_Chandigarh_Zone_2,West,North,1374.2,23.32,4,4575,0.2486,1.55,Open
P005,Plant_Pune,W043,WH_Chandigarh_Zone_3,West,North,1408.2,29.34,3,5235,0.2403,4.14,Open
P005,Plant_Pune,W044,WH_Chandigarh_Zone_4,West,North,1374.1,20.42,3,1241,0.1725,4.72,Open
P005,Plant_Pune,W045,WH_Lucknow_Zone_1,West,North,1169.7,22.17,3,2351,0.1932,3.28,Open
P005,Plant_Pune,W046,WH_Lucknow_Zone_2,West,North,1171.2,19.76,3,3521,0.1641,1.48,Open
P005,Plant_Pune,W047,WH_Lucknow_Zone_3,West,North,1155.4,17.32,3,4131,0.1722,1.29,Open
P005,Plant_Pune,W048,WH_Lucknow_Zone_4,West,North,1162.6,22.74,2,3165,0.172,1.22,Open
P005,Plant_Pune,W049,WH_Kanpur_Zone_1,West,North,1103.9,16.67,3,1028,0.2234,4.26,Open
P005,Plant_Pune,W050,WH_Kanpur_Zone_2,West,North,1083.9,23.86,3,4579,0.2587,2.93,Open
P005,Plant_Pune,W051,WH_Kanpur_Zone_3,West,North,1109.9,24.34,2,851,0.2481,2.07,Open
P005,Plant_Pune,W052,WH_Kanpur_Zone_4,West,North,1091.2,19.75,3,4069,0.1751,4.31,Open
P005,Plant_Pune,W053,WH_Ludhiana_Zone_1,West,North,1370.6,16.95,4,882,0.2349,1.25,Open
P005,Plant_Pune,W054,WH_Ludhiana_Zone_2,West,North,1373.3,20.23,3,2322,0.2192,1.43,Open
P005,Plant_Pune,W055,WH_Ludhiana_Zone_3,West,North,1375.0,28.92,4,5880,0.3043,4.66,Open
P005,Plant_Pune,W056,WH_Ludhiana_Zone_4,West,North,1397.1,26.44,3,5715,0.3126,1.47,Open
P005,Plant_Pune,W057,WH_Bengaluru_Zone_1,West,South,729.2,13.22,2,1877,0.0887,3.05,Open
P005,Plant_Pune,W058,WH_Bengaluru_Zone_2,West,South,744.9,17.83,2,4811,0.1436,3.01,Open
P005,Plant_Pune,W059,WH_Bengaluru_Zone_3,West,South,709.7,17.56,2,801,0.0994,2.24,Open
P005,Plant_Pune,W060,WH_Bengaluru_Zone_4,West,South,740.2,15.55,2,3348,0.1245,4.17,Open
P005,Plant_Pune,W061,WH_Chennai_Zone_1,West,South,895.8,15.98,3,826,0.1454,1.17,Open
P005,Plant_Pune,W062,WH_Chennai_Zone_2,West,South,912.6,15.83,2,5743,0.217,2.53,Open
P005,Plant_Pune,W063,WH_Chennai_Zone_3,West,South,926.1,20.15,3,3528,0.2131,4.55,Open
P005,Plant_Pune,W064,WH_Chennai_Zone_4,West,South,935.5,17.65,3,2559,0.2162,3.48,Open
P005,Plant_Pune,W065,WH_Hyderabad_Zone_1,West,South,492.0,13.03,2,4878,0.0767,3.57,Open
P005,Plant_Pune,W066,WH_Hyderabad_Zone_2,West,South,495.4,11.61,2,4365,0.0875,2.89,Open
P005,Plant_Pune,W067,WH_Hyderabad_Zone_3,West,South,514.5,10.99,2,3294,0.0973,4.41,Open
P005,Plant_Pune,W068,WH_Hyderabad_Zone_4,West,South,497.3,11.51,1,5261,0.0775,1.36,Open
P005,Plant_Pune,W069,WH_Cochin_Zone_1,West,South,970.2,21.7,3,5012,0.1828,3.33,Open
P005,Plant_Pune,W070,WH_Cochin_Zone_2,West,South,967.6,19.85,3,1712,0.1388,1.66,Open
P005,Plant_Pune,W071,WH_Cochin_Zone_3,West,South,974.7,21.55,3,5454,0.22,1.2,Open
P005,Plant_Pune,W072,WH_Cochin_Zone_4,West,South,995.4,15.65,2,5624,0.202,2.05,Open
P005,Plant_Pune,W073,WH_Coimbatore_Zone_1,West,South,880.2,17.1,2,5072,0.1386,3.9,Open
P005,Plant_Pune,W074,WH_Coimbatore_Zone_2,West,South,911.8,20.98,2,1869,0.1906,4.22,Open
P005,Plant_Pune,W075,WH_Coimbatore_Zone_3,West,South,916.9,19.13,2,3289,0.1742,2.86,Open
P005,Plant_Pune,W076,WH_Coimbatore_Zone_4,West,South,879.9,18.24,3,2157,0.1364,3.99,Open
P005,Plant_Pune,W077,WH_Mysuru_Zone_1,West,South,775.8,16.48,2,1197,0.1681,2.2,Open
P005,Plant_Pune,W078,WH_Mysuru_Zone_2,West,South,772.7,18.9,2,5891,0.0977,1.09,Open
P005,Plant_Pune,W079,WH_Mysuru_Zone_3,West,South,752.0,13.86,2,2099,0.156,3.4,Open
P005,Plant_Pune,W080,WH_Mysuru_Zone_4,West,South,764.1,18.05,2,2332,0.139,2.99,Open
P005,Plant_Pune,W081,WH_Kolkata_Zone_1,West,East,1569.1,22.85,4,5990,0.2929,3.34,Open
P005,Plant_Pune,W082,WH_Kolkata_Zone_2,West,East,1576.9,21.45,3,942,0.2707,1.66,Open
P005,Plant_Pune,W083,WH_Kolkata_Zone_3,West,East,1571.0,29.82,4,5300,0.3295,4.35,Open
P005,Plant_Pune,W084,WH_Kolkata_Zone_4,West,East,1555.5,29.8,4,3625,0.3603,3.11,Open
P005,Plant_Pune,W085,WH_Bhubaneswar_Zone_1,West,East,1260.4,20.05,3,1682,0.2242,1.23,Open
P005,Plant_Pune,W086,WH_Bhubaneswar_Zone_2,West,East,1260.9,19.06,3,818,0.2909,4.05,Open
P005,Plant_Pune,W087,WH_Bhubaneswar_Zone_3,West,East,1263.2,23.71,3,5921,0.2317,2.34,Open
P005,Plant_Pune,W088,WH_Bhubaneswar_Zone_4,West,East,1270.3,23.34,4,5355,0.2297,4.42,Open
P005,Plant_Pune,W089,WH_Ranchi_Zone_1,West,East,1291.6,24.65,3,5030,0.1996,3.9,Open
P005,Plant_Pune,W090,WH_Ranchi_Zone_2,West,East,1323.8,26.65,4,2480,0.2579,1.25,Open
P005,Plant_Pune,W091,WH_Ranchi_Zone_3,West,East,1307.9,20.41,4,2886,0.2328,2.72,Open
P005,Plant_Pune,W092,WH_Ranchi_Zone_4,West,East,1292.0,18.56,4,909,0.2834,2.51,Open
P005,Plant_Pune,W093,WH_Guwahati_Zone_1,West,East,2037.4,42.65,5,1142,0.2733,1.18,Open
P005,Plant_Pune,W094,WH_Guwahati_Zone_2,West,East,2012.6,31.03,6,4674,0.4494,2.38,Open
P005,Plant_Pune,W095,WH_Guwahati_Zone_3,West,East,2023.8,36.0,5,1142,0.429,4.87,Open
P005,Plant_Pune,W096,WH_Guwahati_Zone_4,West,East,2011.2,41.49,5,3762,0.4067,2.16,Open
P005,Plant_Pune,W097,WH_Patna_Zone_1,West,East,1402.3,19.61,3,5912,0.25,4.65,Open
P005,Plant_Pune,W098,WH_Patna_Zone_2,West,East,1412.6,25.12,3,3738,0.1869,4.01,Open
P005,Plant_Pune,W099,WH_Patna_Zone_3,West,East,1376.6,28.96,3,5892,0.2303,4.4,Open
P005,Plant_Pune,W100,WH_Patna_Zone_4,West,East,1416.2,23.05,4,2220,0.2802,4.6,Open
P005,Plant_Pune,W101,WH_Indore_Zone_1,West,Central,503.1,11.7,1,5959,0.0847,2.19,Open
P005,Plant_Pune,W102,WH_Indore_Zone_2,West,Central,530.9,12.28,1,3804,0.0663,2.3,Open
P005,Plant_Pune,W103,WH_Indore_Zone_3,West,Central,518.5,12.89,2,1789,0.1101,2.7,Open
P005,Plant_Pune,W104,WH_Indore_Zone_4,West,Central,532.1,11.17,1,1807,0.0662,3.02,Open
P005,Plant_Pune,W105,WH_Bhopal_Zone_1,West,Central,632.9,13.18,1,2668,0.1098,2.95,Open
P005,Plant_Pune,W106,WH_Bhopal_Zone_2,West,Central,659.3,15.48,2,2023,0.1522,4.99,Open
P005,Plant_Pune,W107,WH_Bhopal_Zone_3,West,Central,651.1,10.47,2,3369,0.1019,4.93,Open
P005,Plant_Pune,W108,WH_Bhopal_Zone_4,West,Central,653.7,15.75,2,3810,0.1287,4.4,Open
P005,Plant_Pune,W109,WH_Nagpur_Zone_1,West,Central,628.7,15.12,2,5324,0.0937,2.17,Open
P005,Plant_Pune,W110,WH_Nagpur_Zone_2,West,Central,613.7,14.98,2,3215,0.1439,4.46,Open
P005,Plant_Pune,W111,WH_Nagpur_Zone_3,West,Central,598.9,12.16,2,4003,0.1223,2.64,Open
P005,Plant_Pune,W112,WH_Nagpur_Zone_4,West,Central,621.1,13.77,2,1726,0.1305,2.24,Open
P005,Plant_Pune,W113,WH_Raipur_Zone_1,West,Central,857.2,16.6,2,5855,0.1332,2.9,Open
P005,Plant_Pune,W114,WH_Raipur_Zone_2,West,Central,862.8,19.55,2,1387,0.1605,2.67,Open
P005,Plant_Pune,W115,WH_Raipur_Zone_3,West,Central,855.5,20.27,3,964,0.1439,3.01,Open
P005,Plant_Pune,W116,WH_Raipur_Zone_4,West,Central,854.2,19.43,2,818,0.1509,1.91,Open
P005,Plant_Pune,W117,WH_Jabalpur_Zone_1,West,Central,837.3,14.88,2,4937,0.1336,1.21,Open
P005,Plant_Pune,W118,WH_Jabalpur_Zone_2,West,Central,824.4,15.37,2,2016,0.1702,2.13,Open
P005,Plant_Pune,W119,WH_Jabalpur_Zone_3,West,Central,813.1,12.45,3,3326,0.138,4.74,Open
P005,Plant_Pune,W120,WH_Jabalpur_Zone_4,West,Central,838.4,16.14,2,1245,0.1442,3.14,Open
P006,Plant_Delhi,W001,WH_Ahmedabad_Zone_1,North,West,762.2,17.98,2,891,0.1762,4.85,Open
P006,Plant_Delhi,W002,WH_Ahmedabad_Zone_2,North,West,750.8,16.52,2,5976,0.1152,2.62,Open
P006,Plant_Delhi,W003,WH_Ahmedabad_Zone_3,North,West,756.4,20.68,2,5534,0.1232,1.26,Open
P006,Plant_Delhi,W004,WH_Ahmedabad_Zone_4,North,West,779.9,15.35,2,1172,0.147,4.64,Open
P006,Plant_Delhi,W005,WH_Surat_Zone_1,North,West,962.8,16.82,3,1114,0.1776,1.06,Open
P006,Plant_Delhi,W006,WH_Surat_Zone_2,North,West,957.4,18.3,2,1557,0.1767,3.13,Open
P006,Plant_Delhi,W007,WH_Surat_Zone_3,North,West,947.6,20.16,2,3575,0.1204,2.09,Open
P006,Plant_Delhi,W008,WH_Surat_Zone_4,North,West,926.2,15.14,3,5693,0.197,1.68,Open
P006,Plant_Delhi,W009,WH_Rajkot_Zone_1,North,West,937.2,18.48,2,2844,0.1703,4.19,Open
P006,Plant_Delhi,W010,WH_Rajkot_Zone_2,North,West,952.7,17.67,3,2650,0.1355,1.73,Open
P006,Plant_Delhi,W011,WH_Rajkot_Zone_3,North,West,950.6,18.87,2,1788,0.1419,2.8,Open
P006,Plant_Delhi,W012,WH_Rajkot_Zone_4,North,West,947.6,23.12,3,3240,0.2123,1.98,Open
P006,Plant_Delhi,W013,WH_Mumbai_Zone_1,North,West,1134.2,26.51,2,4339,0.1801,4.56,Open
P006,Plant_Delhi,W014,WH_Mumbai_Zone_2,North,West,1140.5,18.4,3,4182,0.1436,2.55,Open
P006,Plant_Delhi,W015,WH_Mumbai_Zone_3,North,West,1134.6,20.87,3,2181,0.2402,3.06,Open
P006,Plant_Delhi,W016,WH_Mumbai_Zone_4,North,West,1129.4,25.5,3,2302,0.2507,2.52,Open
P006,Plant_Delhi,W017,WH_Pune_Zone_1,North,West,1189.4,23.09,3,1217,0.2629,1.12,Open
P006,Plant_Delhi,W018,WH_Pune_Zone_2,North,West,1184.3,26.04,2,1308,0.1704,2.39,Open
P006,Plant_Delhi,W019,WH_Pune_Zone_3,North,West,1181.5,23.38,3,1124,0.2442,1.03,Open
P006,Plant_Delhi,W020,WH_Pune_Zone_4,North,West,1168.3,23.87,3,3171,0.1741,1.27,Open
P006,Plant_Delhi,W021,WH_Nashik_Zone_1,North,West,1010.5,19.0,2,1645,0.1228,3.58,Open
P006,Plant_Delhi,W022,WH_Nashik_Zone_2,North,West,1027.2,18.29,2,865,0.1639,3.77,Open
P006,Plant_Delhi,W023,WH_Nashik_Zone_3,North,West,1006.3,23.78,3,1527,0.2306,4.41,Open
P006,Plant_Delhi,W024,WH_Nashik_Zone_4,North,West,1011.1,16.76,3,4757,0.1903,2.1,Open
P006,Plant_Delhi,W025,WH_Delhi_Zone_1,North,North,8.0,7.11,1,4745,0.0017,2.78,Open
P006,Plant_Delhi,W026,WH_Delhi_Zone_2,North,North,17.1,7.25,1,3379,0.0027,2.03,Open
P006,Plant_Delhi,W027,WH_Delhi_Zone_3,North,North,24.0,7.9,1,5645,0.0051,4.23,Open
P006,Plant_Delhi,W028,WH_Delhi_Zone_4,North,North,13.7,7.08,1,5971,0.0021,4.23,Open
P006,Plant_Delhi,W029,WH_Gurugram_Zone_1,North,North,32.1,7.03,1,1631,0.006,1.53,Open
P006,Plant_Delhi,W030,WH_Gurugram_Zone_2,North,North,30.0,6.13,1,4539,0.0055,3.67,Open
P006,Plant_Delhi,W031,WH_Gurugram_Zone_3,North,North,6.9,6.42,1,4733,0.0009,1.2,Open
P006,Plant_Delhi,W032,WH_Gurugram_Zone_4,North,North,13.7,6.06,1,4436,0.003,3.84,Open
P006,Plant_Delhi,W033,WH_Noida_Zone_1,North,North,21.0,6.24,1,5667,0.0037,4.16,Open
P006,Plant_Delhi,W034,WH_Noida_Zone_2,North,North,23.2,8.09,1,1925,0.0055,1.26,Open
P006,Plant_Delhi,W035,WH_Noida_Zone_3,North,North,20.5,7.21,1,3744,0.0047,2.76,Open
P006,Plant_Delhi,W036,WH_Noida_Zone_4,North,North,29.1,7.6,1,1380,0.0065,2.85,Open
P006,Plant_Delhi,W037,WH_Jaipur_Zone_1,North,North,223.8,9.64,1,4366,0.053,2.44,Open
P006,Plant_Delhi,W038,WH_Jaipur_Zone_2,North,North,229.2,10.12,1,3083,0.0291,2.37,Open
P006,Plant_Delhi,W039,WH_Jaipur_Zone_3,North,North,238.0,8.97,1,1324,0.0414,2.84,Open
P006,Plant_Delhi,W040,WH_Jaipur_Zone_4,North,North,215.7,9.5,1,4045,0.0502,2.41,Open
P006,Plant_Delhi,W041,WH_Chandigarh_Zone_1,North,North,257.5,9.57,1,2271,0.0532,3.06,Open
P006,Plant_Delhi,W042,WH_Chandigarh_Zone_2,North,North,227.6,9.97,1,2217,0.0432,1.75,Open
P006,Plant_Delhi,W043,WH_Chandigarh_Zone_3,North,North,252.2,8.22,1,1647,0.0462,1.44,Open
P006,Plant_Delhi,W044,WH_Chandigarh_Zone_4,North,North,223.4,9.13,1,2796,0.0275,3.94,Open
P006,Plant_Delhi,W045,WH_Lucknow_Zone_1,North,North,432.2,13.64,2,5571,0.0666,3.78,Open
P006,Plant_Delhi,W046,WH_Lucknow_Zone_2,North,North,426.2,12.02,1,5560,0.0565,4.25,Open
P006,Plant_Delhi,W047,WH_Lucknow_Zone_3,North,North,409.2,13.22,1,3051,0.0821,2.99,Open
P006,Plant_Delhi,W048,WH_Lucknow_Zone_4,North,North,430.2,13.06,2,5644,0.0816,1.67,Open
P006,Plant_Delhi,W049,WH_Kanpur_Zone_1,North,North,393.0,12.09,1,3296,0.0479,4.68,Open
P006,Plant_Delhi,W050,WH_Kanpur_Zone_2,North,North,383.9,12.79,1,5807,0.0725,2.4,Open
P006,Plant_Delhi,W051,WH_Kanpur_Zone_3,North,North,374.6,13.89,1,1898,0.0581,2.18,Open
P006,Plant_Delhi,W052,WH_Kanpur_Zone_4,North,North,396.7,10.92,1,4409,0.057,4.79,Open
P006,Plant_Delhi,W053,WH_Ludhiana_Zone_1,North,North,269.8,8.87,1,2623,0.0543,2.21,Open
P006,Plant_Delhi,W054,WH_Ludhiana_Zone_2,North,North,259.0,8.38,1,2649,0.047,1.43,Open
P006,Plant_Delhi,W055,WH_Ludhiana_Zone_3,North,North,279.6,10.81,1,2915,0.0645,4.29,Open
P006,Plant_Delhi,W056,WH_Ludhiana_Zone_4,North,North,296.1,10.35,1,2382,0.045,1.16,Open
P006,Plant_Delhi,W057,WH_Bengaluru_Zone_1,North,South,1734.8,30.27,3,900,0.2464,1.03,Open
P006,Plant_Delhi,W058,WH_Bengaluru_Zone_2,North,South,1761.1,29.95,3,2337,0.234,4.12,Open
P006,Plant_Delhi,W059,WH_Bengaluru_Zone_3,North,South,1718.2,37.22,4,4260,0.3633,4.74,Open
P006,Plant_Delhi,W060,WH_Bengaluru_Zone_4,North,South,1746.6,38.82,5,4995,0.3931,2.09,Open
P006,Plant_Delhi,W061,WH_Chennai_Zone_1,North,South,1746.6,22.77,3,4732,0.2724,2.83,Open
P006,Plant_Delhi,W062,WH_Chennai_Zone_2,North,South,1748.6,25.7,3,5769,0.2324,1.07,Open
P006,Plant_Delhi,W063,WH_Chennai_Zone_3,North,South,1755.4,38.35,5,1686,0.3503,4.86,Open
P006,Plant_Delhi,W064,WH_Chennai_Zone_4,North,South,1774.4,38.72,3,3081,0.2478,2.2,Open
P006,Plant_Delhi,W065,WH_Hyderabad_Zone_1,North,South,1247.5,20.27,4,5281,0.2966,3.52,Open
P006,Plant_Delhi,W066,WH_Hyderabad_Zone_2,North,South,1275.1,24.61,3,2268,0.175,3.63,Open
P006,Plant_Delhi,W067,WH_Hyderabad_Zone_3,North,South,1261.2,26.1,3,1929,0.2586,3.93,Open
P006,Plant_Delhi,W068,WH_Hyderabad_Zone_4,North,South,1246.2,20.63,3,4706,0.2985,2.9,Open
P006,Plant_Delhi,W069,WH_Cochin_Zone_1,North,South,2058.9,41.92,4,2832,0.4237,2.0,Open
P006,Plant_Delhi,W070,WH_Cochin_Zone_2,North,South,2058.1,43.23,4,4564,0.3054,1.85,Open
P006,Plant_Delhi,W071,WH_Cochin_Zone_3,North,South,2063.3,39.78,4,5176,0.4121,2.37,Open
P006,Plant_Delhi,W072,WH_Cochin_Zone_4,North,South,2085.1,27.78,5,2719,0.3002,4.0,Open
P006,Plant_Delhi,W073,WH_Coimbatore_Zone_1,North,South,1939.4,38.9,4,4518,0.3697,1.84,Open
P006,Plant_Delhi,W074,WH_Coimbatore_Zone_2,North,South,1963.2,30.16,5,4283,0.3932,2.79,Open
P006,Plant_Delhi,W075,WH_Coimbatore_Zone_3,North,South,1975.0,34.25,4,4537,0.3416,1.52,Open
P006,Plant_Delhi,W076,WH_Coimbatore_Zone_4,North,South,1944.3,31.07,4,1895,0.3777,1.33,Open
P006,Plant_Delhi,W077,WH_Mysuru_Zone_1,North,South,1834.9,28.36,4,2475,0.3592,3.17,Open
P006,Plant_Delhi,W078,WH_Mysuru_Zone_2,North,South,1831.0,25.02,4,2324,0.2862,1.2,Open
P006,Plant_Delhi,W079,WH_Mysuru_Zone_3,North,South,1819.2,32.53,5,2978,0.2367,4.94,Open
P006,Plant_Delhi,W080,WH_Mysuru_Zone_4,North,South,1834.7,35.15,3,5028,0.4325,2.16,Open
P006,Plant_Delhi,W081,WH_Kolkata_Zone_1,North,East,1285.5,23.02,4,4168,0.2053,1.99,Open
P006,Plant_Delhi,W082,WH_Kolkata_Zone_2,North,East,1298.1,30.96,4,5826,0.2547,1.17,Open
P006,Plant_Delhi,W083,WH_Kolkata_Zone_3,North,East,1305.8,21.0,3,1554,0.2097,1.03,Open
P006,Plant_Delhi,W084,WH_Kolkata_Zone_4,North,East,1301.8,25.95,3,2260,0.2535,2.24,Open
P006,Plant_Delhi,W085,WH_Bhubaneswar_Zone_1,North,East,1256.9,23.39,2,5093,0.2293,1.15,Open
P006,Plant_Delhi,W086,WH_Bhubaneswar_Zone_2,North,East,1250.3,19.76,4,5126,0.2688,1.8,Open
P006,Plant_Delhi,W087,WH_Bhubaneswar_Zone_3,North,East,1263.5,27.13,4,5904,0.2088,4.86,Open
P006,Plant_Delhi,W088,WH_Bhubaneswar_Zone_4,North,East,1285.9,23.09,3,2200,0.1565,3.27,Open
P006,Plant_Delhi,W089,WH_Ranchi_Zone_1,North,East,1000.2,25.2,2,3708,0.2057,4.27,Open
P006,Plant_Delhi,W090,WH_Ranchi_Zone_2,North,East,1006.2,22.77,3,3584,0.1855,4.44,Open
P006,Plant_Delhi,W091,WH_Ranchi_Zone_3,North,East,1004.1,16.92,2,2817,0.196,2.01,Open
P006,Plant_Delhi,W092,WH_Ranchi_Zone_4,North,East,993.3,24.32,3,2581,0.2225,3.08,Open
P006,Plant_Delhi,W093,WH_Guwahati_Zone_1,North,East,1462.0,28.6,5,1741,0.3364,4.06,Open
P006,Plant_Delhi,W094,WH_Guwahati_Zone_2,North,East,1444.4,20.25,3,3547,0.235,4.16,Open
P006,Plant_Delhi,W095,WH_Guwahati_Zone_3,North,East,1463.5,22.82,3,5041,0.3278,3.37,Open
P006,Plant_Delhi,W096,WH_Guwahati_Zone_4,North,East,1437.9,20.96,3,5998,0.2599,4.26,Open
